Category,Complaint Description,Staff Assignment,Auto Priority,Auto Severity,text_length,word_count
Catering,The pantry staff refuses to provide itemized detailed bill and only gives a rough hand written total amount without proper breakdown,Catering Staff,Medium,Medium,132,21
Catering,The catering staff refuses to accept UPI digital payment and demands only cash creating inconvenience for passengers without physical currency This happened during my recent journey.,Catering Staff,Low,Low,182,26
Unreserved Ticketing,The TTE issue regarding my issue.,Station Master,High,High,33,6
Medical Assistance,Someone is having severe allergic reaction anaphylaxis and needs emergency medication injection immediately to prevent death or serious complications,Station Master,High,Critical,149,19
Catering,The vegetarian food contains visible pieces of chicken meat indicating serious contamination and lack of proper kitchen hygiene protocols being followed I am very disappointed with this.,Catering Staff,High,Critical,186,27
Security,I am reporting that my gold chain necklace was violently snatched from my neck when the train slowed down near station and thief jumped off immediately,RPF Security,High,Critical,151,26
Coach - Cleanliness,The toilet door handle is sticky covered in dirt grime and needs immediate sanitizing as it spreads germs to everyone touching it,Housekeeping Staff,Medium,Medium,129,22
Punctuality,The train departed from station much earlier than scheduled time and I missed catching it despite reaching platform 10 minutes before departure,Station Master,High,High,143,22
Miscellaneous,The IRCTC mobile app is not working properly at all for booking tickets and keeps crashing freezing making it impossible to complete reservation,Station Master,Low,Low,144,23
Miscellaneous,I faced issue during issue.,Station Master,High,High,27,5
Electrical Equipment,The circuit breaker keeps tripping automatically every few minutes causing repeated power cuts and making journey very uncomfortable for everyone,Maintenance Staff,High,High,145,20
Staff Behaviour,The maintenance staff is not responding at all to urgent critical repair requests despite multiple complaints about broken facilities in coach I am very disappointed with this.,Maintenance Staff,High,High,176,27
Water Availability,The water filter purification system appears to be broken and the water coming out looks muddy brown and contaminated with particles,Maintenance Staff,High,High,132,21
Bed Roll,No issue was given even after issue.,Maintenance Staff,Low,Low,36,7
Bed Roll,The mattress provided is extremely thin and uncomfortable to sleep on providing no cushioning or support for back and body during night I am very disappointed with this.,Maintenance Staff,Low,Low,169,28
Staff Behaviour,The cleaning housekeeping staff is sleeping lazily during duty hours and not doing their assigned job of maintaining coach cleanliness properly,Housekeeping Staff,Medium,Medium,143,21
Punctuality,The emergency brakes were applied very suddenly causing many passengers to fall and some suffered injuries due to unexpected stop,Station Master,High,Critical,129,20
Punctuality,The coach composition and formation was extremely changed without notice and my reserved coach is very missing from the train completely today,TTE Staff,High,High,142,22
Catering,The disposable plates cups and spoons provided are of extremely poor quality and break easily while eating causing spillage and mess,Catering Staff,Low,Low,132,21
Coach - Cleanliness,Cleaning was not done even after we specifically requested and complained to the on-board housekeeping attendant staff multiple times,Housekeeping Staff,Medium,Medium,133,19
Coach - Cleanliness,The dustbin is overflowing with food waste wrappers and empty bottles and is smelling extremely bad attracting flies and insects,Housekeeping Staff,High,High,128,20
Punctuality,The train is moving slowly causing passengers to miss their plans.,Station Master,Medium,Medium,66,11
Bed Roll,The mattress provided is extremely thin and uncomfortable to sleep on providing no cushioning or support for back and body during night,Maintenance Staff,Low,Low,135,22
Bed Roll,The bedsheet is damp wet and smells of mildew fungus indicating it was not properly dried before being packed and distributed to passengers,Housekeeping Staff,Medium,Medium,139,23
Coach - Maintenance,The berth folding chain mechanism is damaged damaged and the berth keeps falling down dangerously which could seriously injure passengers sleeping below,Maintenance Staff,High,Critical,152,22
Passenger Amenities,There is no proper dustbin waste container provided in our bay area and passengers have nowhere to dispose garbage properly creating mess,TTE Staff,Low,Low,137,22
Passengers Behaviour,Passengers are arguing aggressively with the TTE about seat allocation and causing a loud scene disturbing the entire coach atmosphere,TTE Staff,Medium,Medium,134,20
Coach - Maintenance,The coach door is jammed stuck and cannot be opened properly making it difficult and dangerous for passengers to enter or exit safely,Maintenance Staff,High,Critical,133,23
Coach - Cleanliness,There is garbage waste and trash stuffed behind the seat backrest and wall gap where nobody can see or access easily,Housekeeping Staff,Medium,Low,116,21
Passenger Amenities,The mobile charging point is not working at all and I cannot charge my phone which is essential for emergency communication during travel This happened during my recent journey.,Maintenance Staff,Low,Low,177,29
